begin;0,0;0,174.75;324,0;324,174.75;0,0;0,174.75;324,0;324,174.75
14008;17.5,101.5;36,29.75;234,101.25;299.75,104.75;21,74.5;27.75,23.25;203.25,114;312,120.75
5683;32.25,129.5;33.75,31;234,101.25;299.25,104.75;40.5,86.25;50.25,3.75;177.25,121.75;312,120.75
27910;13.25,126.5;65.25,31.5;234,101.25;299.75,104.75;40.5,86.25;52.75,2.75;166.5,112;301.75,137
29395;18.75,128;51,30.75;257,124.5;299.75,104.75;40.5,86.25;85.25,2.5;166.5,112;301.75,137
32047;18.75,128;32.5,31.75;257,124.5;313.75,132.75;44.75,57.5;58.75,4.25;145,91;301.75,137
25641;20.25,133.5;55,57.25;260.5,147.5;313.75,132.75;43,37.25;43.5,30.5;145,91;313.25,142.75
5115;19.75,114.25;45.25,68.25;260.75,127.25;297.5,126.25;41.25,15.25;43.75,39.5;145,91;313.25,142.75
29547;19.75,114.25;37,78.5;250.25,147.5;312.75,144.5;35.5,31;41,14.75;145,91;313.25,142.75
15684;30,78.5;69.5,76;233.25,128.5;304.5,153.75;23.5,20.75;41,14.75;145,91;311.75,146
27916;18.75,63;69.5,76;247.75,124.5;304.5,153.75;23.5,20.75;41,14.75;163.75,109.75;301.25,137.25
1328;18.75,63;69.5,76;281.25,122.75;304.5,153.75;42.5,26;45,24.75;159.5,135.25;297,134.75
30269;18.75,63;68.25,75.25;277.5,127.25;304.5,153.75;42.5,26;79.5,36.5;131.25,158.5;313,147.25
23685;12.5,47;67.75,75.75;265.25,123;289.75,159.25;43.5,35.25;98.25,38;131.25,158.5;313,147.25
32107;12.5,47;61.25,96.5;265.25,123;289.75,159.25;18.75,21;98.25,38;120.75,151.25;303.75,171.75
13042;32.25,52.75;60.25,98.5;265.5,118.5;316.5,145;18.75,21;87,2.75;128.75,160.25;303.75,171.75
12280;46,79.5;92.75,121.5;264.75,119.25;312.5,151.25;34.5,53.5;87,2.75;121.5,125.25;303.75,171.75
8559;44.5,105.25;89.25,116.5;264.75,119.25;283.75,144.5;59.5,44.75;87,2.75;126.5,104;303.75,171.75
24935;16.5,102.5;96,111.25;264.75,119.25;310.75,144;44.25,64.75;87,2.75;125,104.25;303.75,171.75
32032;23.25,129;96,111.25;254.5,108.5;308.5,151.25;67.25,78.75;87,2.75;122.5,98.75;303.75,171.75
70;17.5,157.25;96.5,110.5;229.75,132.25;301.5,122.25;67.25,78.75;87,2.75;104.5,108;295,172.25
1774;17.5,157.25;76,120.5;219.5,159.75;281.25,126.75;57.25,84;73,24.75;104.5,108.25;295,172.25
30863;17.5,157.25;88.25,131;233.75,154.5;298,148.75;57.25,84.5;87.5,42.75;104.5,108.25;295,172.25
32063;17.5,157.25;77,121.5;231.25,137.75;269,163.5;41.75,103;87.5,42.75;103.75,107.75;312,145.75
29119;30,173.75;77.75,121.75;251.25,146;261.75,145.5;41.75,103;87.5,42.75;103.75,107.75;313,119.75
12272;28.5,158.75;77.75,121.75;251,131.25;268.5,127;16.5,84.25;85,12;103.75,107.75;313,119.75
16453;30.5,159;107.5,133;251,131.25;290.5,112;38,92.75;57.75,26.25;104.5,108.25;313,119.75
14958;58.25,152.25;107.5,133;262,146;301,124.75;51.25,122;57.75,26.25;80.5,101;290.75,123.5
12289;58.25,152.25;87,131;262,146;294.5,115;48,143.25;65.5,29.5;81,100.5;305,131.5
6066;58.25,152.25;84,132.5;251.25,168.5;291.75,83.75;48,143.25;66.5,30;105,110.25;306,132.25
13531;30.25,153;104,137.75;251.25,168.5;311.75,65;48,143.25;67,28.5;135,96.75;314,99.5
3233;19,153;119,154.5;251.25,168.5;318.25,54.5;48,143.25;67.25,27.5;167.75,95;278.25,97.5
31696;28.25,136.5;119,154.5;251.25,168.5;323.25,56.5;43.75,109.75;82.25,25;167.75,95;277.25,117.25
14231;28.25,136.5;120,169.75;251.25,168.5;310.5,82.5;24,91.5;97,42.25;179.75,85.75;279.5,94.5
23810;41.5,119.5;129,158.5;225.75,153;299.75,67.75;14,74.5;96.75,44;179.75,85.75;279.5,94.5
28195;41.5,119.5;126.75,143.75;226,129.5;305.25,38;27.5,91.75;97,44.5;179.75,85.75;279.5,94.5
3622;34.25,114.25;113.75,172.5;227.5,129;305.25,38;17.5,120.5;71.5,58;179.75,85.75;281.5,94.5
13561;34.25,114.25;106.5,170.75;205.25,144.25;314.25,49.25;17.5,120.5;48.5,65.25;177.75,86.25;281.5,94.5
10064;43,108.75;106.5,170.75;205.25,144.25;313.75,48.25;38.25,120.25;41,93.5;212.25,84;306.25,92.5
9465;29.5,104;103,140.75;205.25,144.25;313.75,48.25;45.75,103.75;65.25,88.25;227.75,109;320.5,93.75
21985;49.5,92.5;81.25,121;205.25,144.25;298,70;32.5,122;80.75,75.75;228,109.75;320.5,93.75
18744;27.5,103.75;94.5,95;205.25,144.25;309.25,84.5;32.5,122;80.5,79;254.5,110.5;323.25,77
13238;27.5,103.75;91.75,93.5;205.25,144.25;311,64.5;27.5,120;84.5,56.25;268.5,133;322.25,81
17054;21,135;97,105.75;205.25,144.25;311,64.5;27.5,121;98.75,60.75;269,133.75;320.5,84.75
23025;49.25,142.25;95.5,97;223.25,160.25;296.25,43.25;21.5,92.75;98.75,60.75;269,133.75;305.75,90.5
27405;49.25,142.25;69.25,98;223.75,157;272,39.75;1.25,94.75;115.75,48;269,133.75;305.75,90.5
20252;34.25,129.75;69.25,98;223.75,157;256.25,35.75;4,89.25;114.25,49.75;269,133.75;320,94
32685;23.25,129;78.5,100;205.5,152.75;250.5,10.75;4,89.25;119,81.25;272.5,127.75;320,94
5497;19.75,133.5;87,121;202.25,167.25;241,18.25;4,89.25;131.25,84.75;272.5,127.75;320,94
9609;17,163.5;87,121;199.25,158.25;241,10.5;30,91.75;131.25,84.75;254.5,140;318.75,75.5
71;10.25,162.25;77.75,95.25;211,144.5;235.5,11;29.5,99.25;131.25,84.75;233.5,128.75;318.75,75.5
25909;10.25,162.25;89,96.75;211,144.5;235.5,11;32,116;119.25,86.5;260.25,142;295.75,69
5352;7.75,148;85,75;202,121.5;235.5,11;25,119.75;89,97.25;261.25,140.5;295.75,69
23362;7.75,148;85,75;201.75,121;237,13.25;42.75,111.75;83.25,84.25;261.25,140.5;323.5,71.25
11561;7.75,143;85,75;226.75,112.5;249,18.5;41.5,93;81,85;291.25,149.75;323.5,71.25
27077;7.75,143;59.5,76.25;235.5,89.5;255.25,45.25;39,128.75;53.25,99.5;291.25,149.75;313.75,36.25
15485;9.5,153;48,64;218,115.25;267.5,43.25;39,128.75;53.25,99.5;292.25,150;313.5,42.75
19212;7.75,144.75;48,64;244.25,111.75;290.75,54;29,112.5;38,86.5;292.25,150;313.5,42.75
30890;7.75,144.75;48.5,57;234,130;311.75,40.75;37.25,121.25;38,86.5;292.25,150;313.5,42.75
26551;7.75,144.75;34.75,52.75;257,119.5;311.25,41;47.25,130.75;48.5,108.25;292.25,150;313.5,42.75
27686;7.75,144.75;34.75,52.75;263.25,145.25;323.75,55.25;47.25,130.75;50,106.75;283.25,121.75;306.5,35
4152;20,140;34.75,52.75;235.75,137;323.75,55.25;41.25,123;50,106.75;277.25,98;307.25,28.5
9912;20,140;50,29.75;200.75,138.5;311.5,40.25;52.5,102;65,75.25;277.25,98;309.25,29
28176;20,140;39.75,9.25;200.75,138.5;312,40.25;35.25,111;84,89.25;275.25,98.5;317,23
31929;7.75,143;39.75,9.25;179.25,118.25;309.5,30;44.75,108.25;84,89.25;275.25,98.5;317,23
31675;7.75,143;39.75,9.25;164.25,93.5;309.5,30;67.5,87.75;98.25,60.25;268.75,124.5;317,23
15976;7.75,143;26,23;151.75,85.5;283.25,41.5;67.5,87.75;97.5,59.5;289,148.75;307,11.5
14785;7.75,143;46,34.25;151.75,84.75;265.75,69.75;76.75,97.75;109.75,71;289,148.75;310.75,12
29653;13.5,143.75;46,34.25;151.75,84.75;291.5,74;81.75,76.25;110.25,45.75;289,148.75;310.75,12
17783;21.5,141;68.25,17.75;151.75,84.75;291.5,74;83.25,85.25;110.25,45.75;304,136.25;307.75,16.5
19901;9.5,108.25;70.75,22.25;135.75,67.5;291.5,75.5;53.75,76;110.25,45.75;291.25,149.75;307.75,16.5
12376;10,107.75;67.75,40.5;107.25,77.75;291,75.5;80.75,98;110.25,45.75;304.5,147.75;307.75,16.5
3064;12,107;86.5,29;98,95.75;291.5,75.5;93.75,72.75;108.25,34.75;304.5,147.75;307.75,16.5
23168;12.5,135;53.75,14;107,102.25;291.5,75.5;118,82.25;134.5,21.25;304.5,147.75;307.75,16.5
14836;19.25,130;54,11.5;107,102.25;291,75.5;138.75,82.75;142.75,24.5;297,130;307.75,16.5
32395;36.75,101;40.5,20.5;107,102.25;291,75.5;110.5,98;142.75,24.5;273.5,156.25;316.25,32.25
29107;36.75,101;67.5,17;95.5,96.5;310,73.5;110.5,98;114.25,46.25;274,133.5;288.75,52.75
30462;43.5,121.25;67.5,17;91.75,64.5;323.25,53.5;110.5,98;126.75,72;284,159.75;289.75,54
17852;36.25,129.5;67.5,17;91.75,64.5;320.75,54;94.25,67.75;115,53.75;284.5,160.75;289.75,54
17099;36.25,129.5;67.5,17;68,64.25;293,55.5;120.25,73.75;126.75,24.75;269,132.25;289.75,54
15502;36.25,129.5;64.25,14.25;85,48.5;294.75,78;106.5,102;126.75,24.75;247.75,104.75;306.25,67.5
6122;36.25,129.5;64.25,14.25;71.75,69.25;278.75,108;120,93.25;126.75,24.75;237.75,111.75;293.75,67.5
17076;27.5,104;64.25,13.25;76.75,68;260.25,108;120,93.25;125.5,23;244.75,116.75;293.75,67.5
8009;27.5,104;66,17;104.25,65;264.75,122.25;119,103;127.5,23.5;270,103.5;293.75,67.5
4908;27.5,104;71.75,30;103.75,64.75;251,147;119,103;127.5,23.5;287.5,123.5;307.75,76
17775;24.75,113;96.25,26.5;113,87.75;247,147;119,103;127.5,23.5;277.25,132.5;307.75,76
5575;6,123.25;96.25,27;113,87.75;257.75,149.5;96.5,115.75;134.75,36.25;277.25,132.5;308,75.5
27569;22,140.75;96.25,27;113,87.75;265.25,167;101.75,100.5;145.5,61.75;277.25,132.5;308,75.5
15995;22,140.75;92.5,8;113,87.75;247.75,146;107,100;142.25,42.25;254.5,150;307.25,74.75
11658;22,140.75;75.5,24.75;100.75,61;272.75,164.75;79.5,114;142.25,42.25;254.75,160.75;293.75,97.25
13631;8.75,164;75.5,24.75;135.5,51.5;269.5,160;80.25,116;142.25,42.25;276,136.75;306,95.25
23943;15.5,139.5;105.5,20.5;154.75,41;269.5,160;80.25,116;122.5,45.75;287.25,162.75;311,75
9181;15.5,139.5;96.5,28.75;155,41;266.5,147;68.5,108;98,53.75;287.25,162.75;323,86
20393;19.75,144.25;96.5,28.75;128,61.5;292.25,152;68.5,108;98.25,54.25;306.75,148.75;312,70
20945;23.75,130.25;96.5,28.75;130.25,82.5;289.75,158.75;51.75,116.75;98.25,54.25;296,116.25;307.5,85.5
30353;23.75,130.25;98,29.75;99.5,87.5;297.75,150.75;51.75,116.75;90,72;290,137.25;307.25,86
2593;23.75,130.25;98,29.75;99.5,87.5;298.75,153.25;42.75,143.25;120,71.5;311.25,154.25;323.25,94
14143;24.25,130;90.25,12.5;116.25,58.75;307.25,152;48,138.75;120,71.5;316.75,139.75;323.25,94
1535;20.25,133.5;96.75,26.75;101.75,39.75;315.75,153;48,138.75;125.25,82;316.75,139.75;323.25,94
27905;20.25,133.5;65.25,40.75;101.75,39.75;315.75,153;39.5,169;113.75,55.5;316.75,139.75;319.5,86.25
30601;15.5,139.75;48,30;100.75,58.25;315.75,153;50.25,169;91.5,60.75;303.25,131.25;319.5,86.25
6112;15.5,139.75;55.75,34.5;111.5,59.25;317.75,152.25;55,154.5;62.5,63.25;276,145.75;319.5,86.25
28397;15.75,127;22,44.75;141.25,68;290,173.25;28.5,167;63,63;276,145.75;319.5,86.25
1623;2,157.25;22,45.25;125.5,57.25;289.75,160.25;28.5,167;76.5,88.75;313.75,158.75;319.5,86.25
16074;2,157.25;14,43;118.25,34.75;314.75,145.5;12.75,162.25;76.5,88.25;296.5,172.25;319.5,86.25
17412;32.75,129.25;45.5,43;108.5,61;317.5,131.5;11.5,166.5;91,98.25;296.5,172.25;319.5,86.25
24488;41.5,121.25;45.5,43;99.25,57.5;317.5,131.5;2.75,165;124.25,120.25;272.25,154;315.75,122.75
25494;31.5,132.75;68.75,44.5;110.75,82;317.5,131.5;5.25,161.75;154,114;272.25,157.5;315.75,122.75
13264;31.5,132.75;61.25,67;108.75,61;309.25,126;33.75,169.25;156.25,114;272.25,157.5;315.75,122.75
31415;8.75,118;61.25,67;96.5,54;277.25,127.25;33.75,169.25;156.25,114;247,171.5;320.5,96.5
5464;13.25,128;90,84.5;102,57.75;277.25,127.25;62,157.75;160.25,116.25;277,162;320.5,96.5
16806;9.75,129.25;91.75,64.5;109.25,78;277.25,127.25;89.5,157.25;141.25,96;273.75,140.5;320.5,96.5
14167;18.75,128.5;91,61.5;111,76.5;280,124.75;86.75,136.75;122,94.5;273.75,140.5;320.5,96.5
29016;5.25,95.25;88.75,96.75;91,61.5;280,124.75;71.75,111.5;118.5,72.5;294,135;316.25,126.25
1221;20.25,85;91,61.5;106,86.25;258.25,107.25;63.75,131.25;150.5,62;294,135;316.25,126.25
6042;34.75,112.75;65.5,43.25;106,86.25;249.5,100.75;65.25,154;159.25,61.25;295,132.25;316.25,126.25
32439;53.25,86.5;65.5,43.25;126.25,85.75;268.5,125.75;66.5,152.5;159.25,61.25;269,133.5;316.25,126.25
6388;72.75,98.75;88,24.75;147,95.75;268.5,125.75;59.5,157.25;156.25,56.75;269,133.75;316.25,126.25
11141;72.75,98.75;112,9;144.5,72.75;277.75,125;59.5,157.25;158.75,57.5;286.25,122.5;290.5,137
20440;48.75,96.5;142.25,12.5;143.5,72.75;307,107.5;59.5,157.25;158.75,57.5;286.25,122.5;291.5,170.75
21671;46.5,78.25;142,12;146.5,101.25;307,107.5;81.75,162.75;184,79.5;286.25,122.5;294,148.25
16268;46.5,78.25;138.5,35.75;184.5,93.75;304.75,120.75;56.5,157.25;184,79.5;289.5,136.5;291.75,170.75
9899;46.5,78.25;138,35;211.75,85.25;294,118;56.5,157.25;180.25,102.25;293.5,131;314.75,147.5
20662;46.5,78.25;116.5,58.5;195.75,105;302.25,83.25;25.5,148.5;168.75,95;292.25,132.25;314.75,147.5
20466;22.25,65.25;141,35;175.75,111.75;301.75,83.25;40.25,138.25;168.75,95;272.5,116.75;314.75,147.5
14534;5.25,34.5;143.75,36.25;175.75,111.75;300,89;48,147.25;146.5,91;272.5,116.75;320.75,125.5
10724;22.75,28;143.75,36.25;175.75,111.75;300,89;38.25,130.25;132.5,97.25;266.5,127.25;313,124.75
31102;22.75,28;153,42.25;176.75,112.75;300,89;38.25,130.25;129.75,81.25;267.5,133;296.25,98
30991;41.25,36.5;154.25,42.75;188.5,112;307,81;38.25,130.25;117,59.75;267.5,133;296.25,98
3067;38.75,29.25;143.25,12.25;188.5,112;308,81.5;43.25,141.25;128.75,35.25;253.5,148;296.25,98
15772;53.5,36;158.5,9.5;166.75,91;308,82.25;43.25,141.25;152,20.25;253,150;296.25,98
27217;32.5,29.75;158.5,9.5;166.75,91;292.75,67.75;43.25,141.25;161.5,15.5;253,150;273.5,94.5
31937;25.5,24.5;158.5,9.5;164.75,98.25;292.75,67.75;43.25,141.25;172.5,30.5;253,150;288,116.75
32245;25.5,24.5;147.75,17.75;189.5,105.5;284.75,41.75;18.75,165;172.5,30.5;253,150;309.5,91.5
29887;25.5,24.5;168.25,16.75;184,73.5;254.5,29.25;18.75,165;172.5,29.25;281,136.25;309.5,91.5
31027;35.5,35.5;138.5,35;174.25,66.5;248.5,22;18.75,165;172.5,29.25;281,136.25;308,89.75
28479;48,54.5;138.5,35;188.5,64;253.5,14.75;18.75,165;172.5,29.25;263.25,140.25;308,89.75
29365;22.75,61.5;138.5,35;208.5,90;228.5,22.25;28,169.25;172.5,29.25;263.25,140.25;322.75,80.5
30444;31.75,61.5;112.25,34.75;205.25,105.75;250.25,23.25;28,169.25;172.5,29.25;263.25,140.25;318,76
30420;26.25,76;112.25,34.75;204.25,109;250.25,23.25;60.75,171;167.5,21.75;282.25,114.25;311.25,47.25
32464;30.5,69;135.5,46.5;204.25,109;250.25,23.25;84,154.25;167.5,21.25;282.25,114.25;307.5,29.25
2627;42,71.75;146,62.5;220.5,115.75;252.5,21.5;85.5,155;168.25,45.25;282.25,114.25;307.5,29.25
17136;36.75,66;141.75,81.25;232.25,138.25;252.5,21.5;85.5,155;202.25,33.5;259.25,140.5;319,18.75
30375;10,66;133.75,67;232.25,138.25;252.5,21.5;83,150.25;201.5,34;278.75,162.25;319,18.75
6880;10,66;110.75,67.25;228.75,125.5;252.75,18.5;71.25,121;192,25.25;273.5,131.5;319,18.75
17072;7,49.5;99.5,56.25;231.25,132.75;252.75,18.5;73.25,120.5;186,42.5;273.5,131.5;319,18.75
3900;7,49.5;104.75,82.75;231.25,132.75;252.75,18.5;73.25,120.5;173.25,45.25;260.25,104.5;319,18.75
23519;4.75,53.5;105,82.25;231.25,132.75;252.75,18.5;85.5,138.75;147.5,40;270.75,83;319,18.75
27118;1.5,27.5;129.75,72;231.25,144.5;252.75,18.5;85.5,138.75;123.5,24.5;259.25,59;319,18.75
11472;1.5,27.5;103,58.75;234.25,153;251.75,22.75;103.75,116.5;145.75,42.25;265.5,58.75;319,18.75
28875;1.5,27.5;126.75,46.5;234.25,153;240.25,14.25;120.5,134.5;151.75,39.5;265.5,58.75;305.5,34.5
19760;8,24.25;125.75,46;205.75,167.75;240.25,14.25;120.5,134.5;151.25,27.5;266.75,53.25;308.5,52.75
20561;8,24.25;99,59.5;182.75,156.25;245.75,37;117,147;133.25,23.5;266.75,53.25;306.25,54
14029;8,24.25;117.75,60.25;198,168.5;260.5,53.5;115,137;133.25,23.5;259.75,30;300.25,52.75
425;30,47.75;110.25,73.25;178.75,145.75;260.75,54;109,168;133.25,23.5;271.25,53.25;300.25,52.75
5788;26.25,31;110.25,73.25;196.25,137.75;259.75,53.75;97.75,166.25;141.75,23.25;271.25,53.25;321.5,72.25
9261;23.75,31.75;98.5,57.75;207.25,159.5;265,43;78.75,146.75;132,45;271.25,53.25;321.5,72.25
4999;23.75,31.75;117,60.25;231.25,140.5;265,43;99,157;134.25,72.75;259.75,33;321.5,72.25
1920;26,52.75;124.25,37;254,126.5;264.25,44;88.75,158.75;134.25,72.75;263.75,33;321.5,72.25
27889;26,52.75;123.75,37.25;248,145.5;291,41.75;63,157.75;134.25,72.75;239,37.25;321.5,72.25
22198;36.75,70;98.5,26.25;276.75,145;295.75,71.25;53.25,168;134.25,72.75;242,42.75;321.5,72.25
28971;36.75,70;87.25,29.25;266,165;286.5,48.25;78.25,154;134.25,72.75;242,42.75;311.25,81
21024;41,70;77,25.25;266,165;268,61.5;68.5,150.25;134.25,72.75;228,40.25;323,80.75
32222;41,70;67,16.5;266,165;268,61.5;68.5,150.25;143,42;207,42.75;289,80.75
27734;41.75,70.75;67,16.5;266,165;274,67.75;81.75,150.25;125.25,24.75;218,25.75;289,80.75
24512;42,69.75;79.75,31;249.75,146.5;293.5,100.25;81.75,150.25;125.25,24.75;229.75,4.75;264.75,95.25
25439;42,69.75;101.5,26.5;219.75,132.75;286.75,108.25;95.5,147.75;109.25,20.75;229.75,4.75;264.75,95.25
25030;42,69.75;114,26.75;249,122.75;279.75,122;67,158.75;108,21.25;229.75,4.75;264.75,95.25
8126;42,69.75;130.75,50.5;247.25,125;279.75,122;67,158.75;90.25,44.75;213,13.25;237.5,92.75
27480;48.25,86;130.75,50.5;247.25,125;279.75,122;85.25,161;90.25,44.75;212,14.5;219.25,84.5
5529;24.75,101;145.25,54.5;247.5,124.75;273.25,92.5;77.5,150.75;111.25,47.75;212,14.5;219.25,84.5
26149;12.5,103.25;146.75,58.75;247.5,124.75;276.25,92.75;82.5,155;126,22.75;212,14.5;219.25,85.75
13642;2,78.5;138,36.75;264.25,124.25;276.25,92.75;102.25,168.5;126,22.75;220.5,15.5;228,64.25
18316;1,78.5;152.75,7.25;253.75,130.5;297,69.75;120.25,160.25;152.25,21;220.5,15.5;228,64.25
15315;3,78.5;147.75,20;255.5,145.5;297.5,87;111,122.5;152.25,21;218.75,29.25;228,64.25
21186;3,78.5;147,21;255.5,145.5;313.25,66.5;105.75,110.75;152.25,21;207,46.25;226.5,64.5
1003;3,78.5;147,21;265.75,125.25;294.75,96.75;130,121.5;143.25,28.5;197,74.25;226.5,64.5
13677;3,78.5;147.5,15.75;272.5,107;294.75,97.75;128.75,126.5;143.25,28.5;203.5,76.25;226.5,64.5
30510;1,78.5;185,11.25;272.5,107;286.25,107;112.75,92.5;143.25,28.5;198.5,84.25;245.25,62
25869;1,78.5;213,14.5;271.75,127;275,100.25;83.75,105.5;165,12;198.5,84.25;274.75,70.75
13724;24,74;213,14.5;249.75,131;289.75,97.75;75.25,112;165.5,11.25;197.75,84.25;274.75,70.75
21899;36.75,66;228.5,12.75;261.5,123.25;273.75,108.75;75.25,112;194,25;197.75,84.25;274.75,70.75
18748;7.25,57.5;228.5,12.75;244,104;249.5,132.25;92.5,111.25;183.5,44;197.75,84.25;274.75,70.75
14511;37.25,68.5;217.75,33.5;244,104;250.25,147.5;122.5,125.25;146,41.5;197.75,84.25;274.75,70.75
15006;68.75,62;226.75,45.25;244,104;270,123.5;118.75,147.75;146,41.5;197.75,84.25;249.75,66.5
1062;86.25,64.25;217.25,74;225.75,93;270,123.5;107.25,169.25;146,41.5;203.75,90.5;251.25,66
28730;97.25,38.75;203.75,79.25;209.75,117.25;270,123.5;81.25,152.25;146,41.5;180,96.5;272,48.5
29740;97.25,38.75;193.25,100;201.75,144.75;271,146;81,154.25;146,41.5;180,96.5;253,28.5
28590;97.25,38.75;199.75,83;215,127.25;261.75,163;81,154.25;146,41.5;180,96.5;245,37.25
20150;97.25,38.75;210.75,106.25;229.5,105.75;268,163.5;90,157.25;123.25,56;180,96.5;246.75,34
28669;108.75,57.25;207.75,107;229.5,105.75;292.25,148.5;90,157.25;124.25,35.25;180,96.5;246.75,34
24184;108.75,57.25;189.25,86.25;201.75,106.75;291.25,158.75;90,155;110,26;180,96.5;251.5,9.25
29171;108.75,57.25;171.75,91;181.5,94.75;301.25,153;90,155;136.75,28;180,96.5;251.5,9.25
31502;138,47;173.25,90;181.5,94.75;302.75,143.5;99.25,169.25;134,44.75;196.5,109.5;251.5,9.25
32411;137.75,45.75;162.5,123.5;173.25,90;268.75,135;99.25,169.25;100.25,50.5;188,146.25;227.5,37.75
8720;137.75,45.75;173.25,90;179,118;268.75,135;93.75,169.5;100.25,50.5;189.5,155.25;194.25,23
4014;125.5,35.75;149.25,87.5;165,141.25;287.75,149.75;93.75,169.5;100.25,50.5;184.5,144;194.25,23
23042;93.75,36.75;150.5,87.75;169.75,144.75;287.75,149.75;93.75,169.5;101.5,72.75;179,131.75;193.25,23.25
8993;93.75,36.75;133.5,90.5;155.75,156;287.75,149.75;97.75,161.25;106.25,98.75;172.75,119.25;192.75,22.25
14743;114.75,60.25;133.5,90.5;155.25,155.5;287.75,149.75;97.75,162.25;100.75,70.25;165,97.75;209,14
32119;114.75,60.25;152.25,65;160.75,172.75;287.75,149.75;66.75,150.75;122.5,85.25;162.5,100.25;209,14
10990;114.75,60.25;152.25,65;164.75,164;277.25,168;60.25,148;115.5,81.75;162.5,100.25;208,10.5
19454;102,87.25;152.25,65;164.75,164;280.75,151;53.25,133;112.5,84.5;178.25,94.5;205.5,16.5
12725;107,57.25;149.75,65;195.25,169.75;279,151.75;49,107.25;112.5,84.5;178.25,94.5;205.5,16.5
31933;107,57.25;149.75,65;195.25,169.75;309.25,148.25;24.5,84.25;121.5,108;178.75,75.75;205.5,16.5
29881;123.75,46.5;152.5,67;195.25,169.75;315.25,153;24.5,84.25;136.25,107.5;171.75,70.25;205.5,12.5
14757;110.5,61;145.75,94.5;195.25,169.75;297.25,153.25;32.5,92.5;130.5,125.5;171.75,70.25;186.5,10.25
30350;125.5,56.25;146.25,94.5;195,168.25;309.5,167.75;27,119.75;130.5,125.5;166,73.5;186.5,10.25
19681;122.25,39;146,93.25;195,168.25;308.75,145;0.5,104;157.5,109.25;166,73.5;187.25,12.75
3748;121.25,39.5;173.75,96;195,168.25;305,129.25;24.5,122;138.75,107.75;166,73.5;187.25,12.75
5754;121.25,39.5;188,104.25;195,168.25;289,148.5;44,101;153.5,112;166.75,95.5;205,15.5
5938;132,43;175.25,116.25;197.25,166.25;258.5,145.5;74.25,110;153.5,112;166.75,95.5;208.5,28.75
4257;139.25,68.5;184,130.5;200,167.75;273.5,124.75;74.25,110;126.25,97.75;166.75,95.5;208.5,28.75
30706;139.25,68.5;165.25,141.75;200,167.75;287.5,123.5;74.25,110;121.75,74.25;178.25,76.25;209.5,48.25
7506;139,71;157.5,125;200,167.75;280.25,122;74.25,85;121.75,74.25;178.5,82.5;213.25,28.25
30920;111.25,60.5;154.25,113;205,152.25;280.25,122;77.75,76;133,46.5;178.5,82.5;216.25,46.25
26579;96.75,41.75;154.25,108.75;229,169.5;256.25,126.25;69.5,98.25;133,46.5;181.5,93.5;216.25,46.25
5699;67,31.5;177.75,85.75;228.75,168.75;256.25,126.25;74.75,106;133,46.5;151,91;225.5,13.5
5148;41,29.75;177.75,85.75;207,153;256.5,129.75;74,95;127,46.5;151,91;229.75,9.75
25160;25,48.25;174.25,112.25;232.75,162.25;256.5,129.75;62.75,99.25;121,63.75;134,97;229.75,9.75
